text,source,lang
New crew arrive at space station Three new crew members have reached the International Space Station after a Russian spacecraft docked successfully. Salizhan Sharipov and Yuri Shargin and US astronaut Leroy Chiao are all now on board the,ag_news:science_tech,en
Cern particle lab marks 50 years Europe's Organization for Nuclear Research (Cern) in Geneva celebrates 50 years of its work.,ag_news:science_tech,en
Cell phone talker arrest refuels etiquette debate Cell phones in public are annoying--when other people use them. But how do we tackle the problem?,ag_news:science_tech,en
"HP #39;s Compaq X PC Uses New Pentium 4 Hewlett-Packard has announced the next iteration in its Compaq X gaming PC line, which uses the new 3.8-GHz Pentium 4 570. The launch of Intel #39;s new chip was expected, the last entrant in Intel #39;s single-core processor line.",ag_news:science_tech,en
Beer gadget boost to water plants Technology used to check for diluted beer in kegs could soon be used to monitor water quality.,ag_news:science_tech,en
"Microsoft Increases Focus on Entertainment Microsoft Corp. (MSFT) unveiled the latest version of its entertainment-focused operating system Tuesday, seeking a broader audience on a wider array of computers and stoked by partnerships offering music, movies and even recorded books.",ag_news:science_tech,en
Google May Face Another Lawsuit GEICO's case alleges that keyword advertising programs infringe on its trademark.,ag_news:science_tech,en
"How to Make the Right Call on Cell Plans Wireless phone service can't be purchased on price alone -- first, you need to decide which carrier to go with, since not all offer the same service. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-Rob Pegoraro&lt;/B&gt;&lt;/FONT&gt;",ag_news:science_tech,en
Univision Movil Bows with Bilingual Downloads (Reuters) Reuters - AG Interactive and Univision\Communications launched Univision Movil Sept. 1. The new brand\provides bilingual wireless downloads.,ag_news:science_tech,en
"Mozilla To Add Support For XForms, World Yawns It's ironic that Microsoft could help further cement its dominance in the browser market by joining its largest rival in an effort to support web standards. nbsp;At the same time, that act would go a long way towards improving the web in general for developers and users alike.",ag_news:science_tech,en
"Yahoo Unveils Personal Search Yahoo launched a beta version of My Yahoo Search, giving users more-advanced Web-search capabilities. Competition has been heating up in the search-engine space, with Amazon.",ag_news:science_tech,en
"Congress Debates 411 Wireless Directory Legislation Subcommittee hears objections to, support for 411 wireless directory legislation.",ag_news:science_tech,en
We've Created a Monster! Three programming geeks use monsters and metaphors to turn the Sci Fi Channel into the best little horror house in the movie business. By Gary Wolf from Wired magazine.,ag_news:science_tech,en
Modified Mice Stay Super-Fit -- Without Exercise The super-rodents can run farther and about an hour longer than average mice. The new rodents also appear to resist weight gain in the complete absence of exerciseeven when fed a high-fat diet that led normal mice to become obese.,ag_news:science_tech,en
"Grand Theft Auto San Andreas leaked First it was Halo 2, now GTA. The new iteration of the popular Grand Theft Auto franchise was supposed to hit retails shelves by the end of October however pirated",ag_news:science_tech,en
"Google Plans Desktop Search Tool for Apple PCs (Reuters) Reuters - Google Inc. plans to\release a version of its desktop search tool for computers\running on the Mac operating system from Apple Computer Inc.\, Google chief executive Eric Schmidt said on Friday.",ag_news:science_tech,en
AMERICAN MOSAIC And a report about why the next place for travelers could be out of this world. How would you like to take a rocket ship into space?,ag_news:science_tech,en
Superhero Gaming NEW YORK - Comic-book villains like Magneto and The Green Goblin typically only blow up imaginary buildings and the occasional costumed crusader.,ag_news:science_tech,en
"Colin McRae Rally 2005 October 12, 2004 - More of a simulation game than Asphalt, Colin McRae Rally 2005 lets the player race through eight different countries -- Australia, Finland, France, Greece, Italy, Kenya, Sweden and the UK.",ag_news:science_tech,en
"Records Of Dot.Com Roadkill To Be Saved For Posterity All those failed start-ups from the dot.com boom will nevertheless live on, because the University of Maryland and the Library of Congress (LC) see value in saving their records for posterity in a massive digital archive.",ag_news:science_tech,en
Vole stole my Yoga idea AN ACADEMY Award winning screenwriter has sued the mighty Microsoft saying it stole his idea for a virtual yoga studio when it issued quot;Yourself!,ag_news:science_tech,en
"Suburbia's Just Another Name for Fat City By Randy Dotinga, HealthDay Reporter HealthDayNews -- Do sprawling communities translate into expanding waistlines? Absolutely, according to a new study that adds to a growing body of evidence that suburban living makes people fat. A Boston University researcher found that people who live in spread-out communities are heavier than their city-bound counterparts...",ag_news:science_tech,en
"2-Fingerprint Border ID System Called Inadequate (washingtonpost.com) washingtonpost.com - Terrorists who alter their fingerprints have about an even chance of slipping past U.S. border watch-list checks because the government is using a two-fingerprint system instead of one that relies on all 10 prints, a lawmaker said in a letter he made public yesterday to Homeland Security Secretary Tom Ridge.",ag_news:science_tech,en
"Firefox #39;s Volunteer Launch Brigade John Musarra, a long-time Mozilla fan, is getting ready to help launch the forthcoming release of the Firefox 1.0 browser the old-fashioned way: by throwing a party.",ag_news:science_tech,en
"RP developers urged: Write apps for future online devices WITH billions of devices going online, Sun Microsystems expects more opportunities to open up for developers and system integrators who can build new applications on top of these devices.",ag_news:science_tech,en
"Cluster Workstations bring supercomputing to power users #39; desks Santa Clara, California start-up Orion Multisystems is trying to take the benefits of supercomputers and put them into a workstation for power users.",ag_news:science_tech,en
"Curtain rises on Solaris 10 Calling it quot;the biggest thing we #39;ve done quot; in nearly a decade, Sun Microsystems #39; chairman and chief executive Scott McNealy yesterday officially launched the Solaris 10 operating system.",ag_news:science_tech,en
"UC Berkeley slows speed of light to improve networking Optical fiber can deliver data fast, sometimes too fast. Slowing light might make some networking bottlenecks vanish.",ag_news:science_tech,en
"Stem-cell science: Mirage or shining city? Microscopic embryonic stem cells might hold the answer to afflictions from baldness, wrinkles, and age spots to the most intractable diseases.",ag_news:science_tech,en
"Sun #39;s Kodak moment: Patent suit settled out of court Sun Microsystems has agreed to pay Eastman Kodak \$92 million to settle an intellectual property dispute between the two companies, Sun disclosed last week.",ag_news:science_tech,en
"Yahoo Makes A Deal With The Donald (washingtonpost.com) washingtonpost.com - Fans who can't get enough of NBC's ""The Apprentice"" can visit a new companion Web site produced by Yahoo and watch an extra 40 minutes of video each week that will not be shown on Thursday's reality TV show.",ag_news:science_tech,en
"Space Technology Creates New Era in Cosmetics European Space Agency -- Cool your product from 22 C to 2 C in just two minutes with no electricity, simply by 100 natural evaporation, using an advanced simulation technique from Europe's Ariane launcher. ""We have managed to develop a controlled fast cooling system, without the use of outside energy, where the temperature drops 70 times faster than in a standard refrigerator,"" says Fadi Khairallah, founder of Thermagen, the company behind this innovation...",ag_news:science_tech,en
"5.6 Million Choose Firefox In First Two Weeks More than 5.6 million copies of the Firefox 1.0 stand-alone browser have been downloaded in the first two weeks of its release, the Mozilla Foundation said this week.",ag_news:science_tech,en
"U.N. to Allow Caviar Exports, but Quota Is Cut The wildlife protection arm of the United Nations announced Friday that it would allow Caspian Sea countries to export caviar, though at lower levels than in 2003.",ag_news:science_tech,en
"Ballmer: Linux Can't Compare to Windows (NewsFactor) NewsFactor - With CEO Steve Ballmer as the point man, Microsoft (Nasdaq: MSFT) has taken the\offensive in its ongoing confrontation with Linux and the open-source\community.",ag_news:science_tech,en
"New Sony PC Boasts 1,000 GB of Data Storage TOKYO (AP) -- Japan's Sony Corp. (SNE) will begin selling a computer and home-server system in Japan with 1,000 gigabytes of hard-drive storage - enough to record six TV channels for a week straight - the company said...",ag_news:science_tech,en
Jury slaps Sony with \$82 million verdict A jury finds that Sony's PlayStation unit infringed on two patents owned by force-feedback specialist Immersion.,ag_news:science_tech,en
"New Options Emerge for Music Video Play (Reuters) Reuters - The music video business, long\synonymous with MTV and more recently identified online with\Yahoo Launch and AOL, is about to get even more competitive\thanks to cable and Internet convergence.",ag_news:science_tech,en
"Polish Cops Bust Computer Piracy Gang Polish police have broken up a gang of more than 100 hackers who sold pirated music and films, using academic computer systems around the world.",ag_news:science_tech,en
"Red Hat Preps Enterprise Linux 4 With the top two commercial Linux distributions based on the Linux 2.6 kernel, the open-source operating system could gain greater footing among enterprise apps.",ag_news:science_tech,en
GTA: San Andreas Leaked The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way. It #39;s like a free ride when you #39;ve already paid.,ag_news:science_tech,en
"Humans May Need Fewer Genes Than Thought (AP) AP - In a blow to human vanity, researchers now say that people have about the same number of genes as a small flowering plant or a tiny worm. The new estimate is down sharply from just three years ago.",ag_news:science_tech,en
"Oracle to 'Oversupport' PeopleSoft Customer -Ellison SAN FRANCISCO (Reuters) - Business software maker Oracle Corp. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=ORCL.O qtype=sym infotype=info qcat=news""&gt;ORCL.O&lt;/A&gt; will do everything it can to support PeopleSoft Inc. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=PSFT.O qtype=sym infotype=info qcat=news""&gt;PSFT.O&lt;/A&gt; customers, who are vital to the success of Oracle's proposed \$9.2 billion takeover of PeopleSoft, Oracle Co-Founder and Chief Executive Larry Ellison said on Wednesday.",ag_news:science_tech,en
"Projects Remember Vets This November 11 Veterans Day, November 11, recognizes U.S. soldiers who have seen combat on the nation's behalf. Two groups are working to ensure that veterans are remembered for their service.",ag_news:science_tech,en
"Microsoft plans to announce new media center Microsoft Corp., world #39;s largest software company, is planning to launch 2005 version of their Media Center software program on Oct. 12.",ag_news:science_tech,en
"At your service Robots are playing a growing role in family life and industry, and winning over skeptics who doubt their ability. GENEVA - The use of robots around the home to mow lawns, vacuum floors, pull guard duty and",ag_news:science_tech,en
"Medtronic Wins FDA Approval on Insync Sentury ICD CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=MDT.N qtype=sym infotype=info qcat=news""&gt;MDT.N&lt;/A&gt; on Monday said U.S. regulators approved its Insync Sentry implantable defibrillator (ICD) months earlier than it expected.",ag_news:science_tech,en
Search upstart launches site with sights set on Google Online search engine upstart Vivisimo is setting out to convince the masses that Google #39;s vaunted technology isn #39;t the most efficient way to find things on the Internet.,ag_news:science_tech,en
News: U.S. tackles Emergency Alert System insecurity The FCC acknowledges that the government-mandated network that lets officials interrupt radio and television broadcasts in an emergency is vulnerable to electronic tampering.\,ag_news:science_tech,en
"HP Spurns Intel Add a chapter to the sad tale of Intel #39;s (Nasdaq: INTC) sorry 2004. Today, longtime partner HP (NYSE: HPQ) admitted it would be dropping the beleaguered, 64-bit Itanium chip from its workstation lineup.",ag_news:science_tech,en
ManTech to Aid Air Force Network ManTech International Corp. of Fairfax won a \$20.9 million contract from the Air Force to provide network and telecommunications services in Europe and in Turkey.,ag_news:science_tech,en
Scientists Play Chicken A group of international researchers at Michigan State University has decoded the genome of the chicken and found that the main ingredient of McDonald #39;s (NYSE: MCD) Chicken McNuggets has a genetic,ag_news:science_tech,en
Cisco warns of flaws in ACS product Cisco Systems is warning customers about security holes in two Access Control Server products that provide user authentication and authorization services for network devices such as firewalls and routers.,ag_news:science_tech,en
"Cisco to acquire network monitoring provider NetSolve SAN FRANCISCO - Cisco Systems Inc. channel partners will be able to offer real-time monitoring of enterprises' networks after the company agreed to acquire NetSolve Inc., the networking giant said Thursday.",ag_news:science_tech,en
"Skulls Trojan Infects Symbian Phones The quot;Skulls quot; Trojan, which bills itself as quot;Extended Theme Manager quot; by quot;Tee-222, quot; has been found on Symbian shareware download sites.",ag_news:science_tech,en
"Amazon.com to Acquire Retailer Joyo.com Internet retail giant Amazon.com Inc. said Thursday that it signed a definitive agreement to acquire Joyo.com Ltd., China #39;s largest online retailer of books, music and videos, in a deal worth about \$75 million.",ag_news:science_tech,en
"Broadband to boom in new EU countries Despite their current low rates of broadband penetration, the ten new countries that joined the EU in May are poised for rapid growth in high-speed internet use, thanks",ag_news:science_tech,en
"Experts Say More People Should Take Statins (AP) -- Perhaps no medicine today is so widely regarded as a wonder drug as the cholesterol-lowering statin. From Zocor to Lipitor to Pravachol, statins are top sellers in a country where half of American adults have high cholesterol...",ag_news:science_tech,en
"Toshiba Sets Record With New HDD Recording Technology Perpendicular Recording has been promoted as the technology to carry us through the superparamagnetism limit. In conventional longitudinal recording, the magnetization in the bits on a disc is flipped between",ag_news:science_tech,en
"The IT security vuln league table of fear A list of the worst 20 security vulnerabilities bedevilling Windows and *Nix systems was unveiled last Friday by the SANS (SysAdmin, Audit, Network, Security) Institute.",ag_news:science_tech,en
City man charged with selling Microsoft source code His online profile lists William P. Genovese #39;s profession as quot;hacking bum quot; and quot;getting arrested quot; among his likes.,ag_news:science_tech,en
"Microsoft to Create Security Suite? Microsoft announced today that it had bought New York software company Giant Company Software, which produces a robust anti-spyware tool.",ag_news:science_tech,en
"NASA Chief Applies for Job at LSU NASA (news - web sites) Administrator Sean O #39;Keefe has applied for a new job, as chancellor of Louisiana State University, and he is among the search committee #39;s top candidates.",ag_news:science_tech,en
"Infocus: Defeating Honeypots : Network issues, Part 1 The purpose of this paper is to explain how attackers behave when they attempt to identify and defeat honeypots, and is useful for security professionals to deploy honeypots in a more stealthy manner.",ag_news:science_tech,en
"Ford Drops Oracle-based Purchasing System Ford Motor Co. on Wednesday said it has scrapped a five-year-old project to move suppliers over to an Internet-based purchasing system powered by Oracle software, deciding instead to revert back to its custom-built ...",ag_news:science_tech,en
"Study: Managers misuse tech to control workers Managers with outdated notions are misusing technology to monitor and micromanage employees, according to a new study by the London School of Economics.",ag_news:science_tech,en
Relativity prediction is correct A key prediction of Albert Einstein #39;s general theory of relativity has been confirmed by an experiment showing that the Earth #39;s rotation drags the surrounding fabric of space-time along with it.,ag_news:science_tech,en
Hacker takes bite out of Apple's iTunes The Norwegian hacker famous for cracking DVD encryption reveals the public key for AirPort Express.,ag_news:science_tech,en
King Tut Exhibit Could Prove to Be Gold Mine (Reuters) Reuters - The gilded treasures of King\Tutankhamun are on their way back to the United States in what\could prove a gold rush for Egypt and big business.,ag_news:science_tech,en
"Google plans giant online library stack Well, boot up, bibliophile. That vision took a big step toward becoming reality this week, as Internet search-engine firm Google and five big libraries announced plans to create a giant online reading room.",ag_news:science_tech,en
"Linux Doesn #39;t Make Sense for Desktops Longhorn #39;s woes may open a door for Linuxa very tiny doorbut Linux just isn #39;ta good choice for desktops. Instead, desktop Linux proponents should wake up and switch to the Mac OS.",ag_news:science_tech,en
"Rovers find more signs of liquid water on Mars Aging but still on the go, climbing in and around craters, tapping into the mysteries of strangely cracked rocks, the two roving vehicles Spirit and Opportunity have explored Mars about three times as long as originally scheduled.",ag_news:science_tech,en
Vaccine makes war on sperm-making protein A contraceptive vaccine for men that temporarily blocks male fertility has come a step closer with a study showing it is possible to inoculate monkeys against their own sperm.,ag_news:science_tech,en
Humpback Whale Trapped at Power Plant (AP) AP - A hydroelectric plant in Nova Scotia remained closed Tuesday after a wayward humpback whale swam through the underwater gates connecting the facility with the Atlantic Ocean.,ag_news:science_tech,en
Readers love mobiles in church; hate mobiles on planes &lt;strong&gt;Letters:&lt;/strong&gt; More from the &lt;em&gt;Reg&lt;/em&gt; postbag,ag_news:science_tech,en
"Plumtree upgrades portal package (InfoWorld) InfoWorld - Plumtree Software further extended its portal-based, Web applications building and management platform Monday, announcing upgrades to its Content and Collaboration servers, APIs for search and collaboration, and support and services for J2EE and .Net platforms.",ag_news:science_tech,en
PalmOne Denies Pocket PC Rumors - Kind Of Mobile device vendor palmOne Thursday denied a report that its executives had said the company was developing a Pocket PC version of its Treo smartphone.,ag_news:science_tech,en
"The Browser Wars Are Back? jpkunst writes quot;ZDNet UK reports and PCWorld.com report that, according to Netscape founder Marc Andreessen, whose comments came during a discussion with Yahoo Chief Operating Officer Dan Rosensweig at the Web 2.0 Conference in San Francisco on Wednesday",ag_news:science_tech,en
"HP to offer first-call support for JBoss app server In a deal aimed at helping corporate IT decision-makers feel more comfortable about open-source software offerings, Hewlett-Packard Co. plans to offer first-call support for JBoss Inc.'s open-source application server application.",ag_news:science_tech,en
"Sun, Microsoft Ready Single Sign-On It #39;s the first deliverable in a joint-development agreement reached last spring, with more interoperability planned. By Stephanie Stahl.",ag_news:science_tech,en
"Ninth-grader named country #39;s top young scientist Shannon McClintock, a ninth-grader at Scripps Ranch High, did well performing science experiments put before her in a national competition this week in Maryland.",ag_news:science_tech,en
"Ferrari's high-tech tune-up Dieter Gundel, head of racetrack electronics at Ferrari, says all strategy decisions are based on computer simulations.",ag_news:science_tech,en
"IBM Chief Sees Global Tech Spending Rise (Reuters) Reuters - Companies will spend more money next year\on information technology and other capital investments\compared with 2004, the chief executive of the world's biggest\computer company, IBM Corp, said on Friday.",ag_news:science_tech,en
"Games With Get Up and Go Video gaming has long suffered a reputation for creating sedentary and solitary zombies, pasty and pudgy except for their muscular thumbs. A growing number of games, however, are getting gamers off their couches and on their feet, not only shouting, gyrating, singing and dancing, but sometimes -- gasp! -- playing nicely with others, face-to-face, in groups.",ag_news:science_tech,en
Australia court hears case against song-share website owner (AFP) AFP - An Australian song-share website which offered links to music download sites was dubbed one of the world's largest copyright infringers in a landmark 500 million Australian dollar (374 million US) case.,ag_news:science_tech,en
"Intel Adds Tri-mode (802.11a,b,g) Wireless Module Intel announced a new tri-mode wireless module (supporting IEEE standards 802.11a, b and g) for notebooks based on Intel Centrino mobile technology.",ag_news:science_tech,en
"Apple Launches U2 IPod NEW YORK - Apple Computer has launched a new offensive in the digital music business, updating its iPod digital music player with a feature that will allow it to display photos on a color screen and boosting the storage capacity of its top-end line.",ag_news:science_tech,en
Disney Backs Blu-ray Standard Company is the latest to pick a side in the battle of high-definition disc formats.,ag_news:science_tech,en
"The Vole has learnt a lot about security SOFTWARE #39;MOTH Microsoft has admitted that it can #39;t beat hackers all the time, but will do its best. That argument was quietly put forward by the softly spoken, shy and retiring, Microsoft CEO Steve Ballmer",ag_news:science_tech,en
NHS strikes money-saving IT deal The NHS has struck a discounted deal with computer giant Microsoft to renew its licence for desktop products. The Department of Health said the deal would save the NHS 330m on the current terms.,ag_news:science_tech,en
Microsoft details XP SP2 conflicts Microsoft Corp. has published a list of nearly 50 applications and games that may not work correctly after installing Service Pack 2 (SP2) for Windows XP.,ag_news:science_tech,en
"First Look: Small Business Accounting Apps (PC World) PC World - Intuit, Best Software offer new features, prices with 2005 editions.",ag_news:science_tech,en
"Have your say - Microsoft v Google Times Online tried Microsoft #39;s new search engine, and it broke. Here #39;s a selection of reader experiences with the new service.",ag_news:science_tech,en
A Nokia Smartphone With An Edge NEW YORK - It #39;s a little early to tell which camera phone features will resonate with US users in the long term. Americans may never embrace picture and video messaging to the same degree that consumers in South Korea and Japan have.,ag_news:science_tech,en
Tech Briefs Shares of Google rose 8.7 percent in the second trading session after the company said third-quarter profit more than doubled. The shares rose \$14.,ag_news:science_tech,en
Right Whales Return to Georgia Coast Early (AP) AP - North Atlantic right whales are returning to their calving grounds off the coast of Georgia early this year.,ag_news:science_tech,en
"Web coming to electrical outlets NEW YORK (CNN/Money) - Electric companies may soon join the fray of providing Internet services after regulators cleared the way for utility companies to offer broadband services through electrical outlets, according to a report published Friday.",ag_news:science_tech,en
"U.S. Officials Raid Stores, Arrest 2 in Game Piracy LOS ANGELES (Reuters) - Federal authorities raided three Washington, D.C.-area video game stores and arrested two people for modifying video game consoles to play pirated video games, a video game industry group said on Wednesday.",ag_news:science_tech,en
Cisco Sees China as Center of World Tech Market &lt;p&gt;\&lt;/p&gt;&lt;p&gt; By Eric Auchard and Daniel Sorid&lt;/p&gt;&lt;p&gt; BEIJING (Reuters) - Cisco Systems Inc. &lt;CSCO.O&gt; Chief\Executive John Chambers said China was well on the way to\becoming the world's technology hub as he revealed plans for\his company's first research center in the country.&lt;/p&gt;,ag_news:science_tech,en
XM to Sell Portable Receiver for #36;350 (AP) AP - XM Satellite Radio said Tuesday it will sell a portable satellite radio with a built-in antenna that can record up to five hours of programming.,ag_news:science_tech,en
"Red Hat opens office in China Red Hat on Thursday announced the opening of its first office in China, in the nation #39;s capital, Beijing. The company said it will be working with industry partners such as Hewlett-Packard, IBM, Intel and",ag_news:science_tech,en
"Stardust memories Who would have thought that stardust, the stuff of fairy tales and popular songs, could actually be collected on metal plates. It sounds funny, but this is no laughing matter.",ag_news:science_tech,en
Pesticide study using children as test subjects postponed WASHINGTON Ethical concerns have prompted the government to postpone a study of how children #39;s bodies absorb pesticides and other chemicals.,ag_news:science_tech,en
"Report: Enterprises Go Outside for Security Help (NewsFactor) NewsFactor - It is no secret that enterprise networks are increasingly under attack from a variety of sources that are difficult to thwart. To address the problem, many are turning to outside security providers, which is driving \the rapid evolution of new safeguarding technologies, according to \research conducted by the Yankee Group.",ag_news:science_tech,en
"Who spends the IT industry #39;s R amp;D dollars anyway? During his opening keynote at TechXNY on Tuesday, Computer Associates #39; interim CEO Ken Cron threw out a number that struck me kind of funny: \$20 billion.",ag_news:science_tech,en
HP's iPod to lead consumer push Friday product launch will count on music player to deliver cool factor to once-stodgy printer maker.,ag_news:science_tech,en
"NASA: Hurricane Damages Shuttle Building (AP) AP - The third hurricane to hit NASA's spaceport in just over a month blew out more panels and left more gaping holes in the massive shuttle assembly building, but overall damage was not as severe as feared, a space agency official said Sunday.",ag_news:science_tech,en
Developers Prep for Oracle (Ziff Davis) Ziff Davis - Third-party software developers that make their living selling add-on enterprise resource planning applications are bracing for a seismic shift in their business.,ag_news:science_tech,en
"Tellabs scales back AFC buy Communications equipment maker Tellabs scaled back the size of its purchase of Advanced Fibre Communications (AFC) Tuesday, reaching a new agreement that will drop the price tag on the deal to \$1.",ag_news:science_tech,en
European Download Services Go Mobile (Reuters) Reuters - The ability to download complete\tracks directly over cell-phone networks to mobile phones is\becoming a reality in Europe.,ag_news:science_tech,en
Swiss: Limited Stem Cell Approval A measure that forbids cloning human embryos but allows scientists to extract stem cells from unwanted embryos for medical research is approved by Swiss voters. The restrictive legislation is similar to that of the Netherlands and Spain.,ag_news:science_tech,en
"Photo 2 of 2: End (table) game for Microsoft Wood paneling and chrome dominate one of two sample designs for a new style of Media Center PC, commissioned by Microsoft's eHome division from One Co.",ag_news:science_tech,en
"Half Life 2 Set for November One of the most anticipated computer games of the year, Half-Life 2, is seeing the light of day in November. The game is due to go on sale worldwide on 16 November, its publisher Vivendi has announced.",ag_news:science_tech,en
"Microsoft Unveils News Version of MSN TV (AP) AP - Microsoft Corp. introduced on Tuesday a new version of its Internet TV service, seeking to broaden its appeal beyond a relatively small base of older, computer-phobic users.",ag_news:science_tech,en
Celebrating Open Source Several organisations will celebrate Saturday #39;s International Software Freedom Day by hosting open source events around the country.,ag_news:science_tech,en
"Adobe Acrobat 7 unveiled The release schedule includes a new free Acrobat Reader, now with reviewing capabilities, the company said. Adobe is highlighting its focus on workgroups and document management.",ag_news:science_tech,en
"iPod adoption rate faster than Sony Walkman Based on one Wall Street analyst #39;s findings, the popularity of Apple #39;s iPod is exceeding that of Sony #39;s Walkman during the 80 #39;s and 90 #39;s.",ag_news:science_tech,en
Ethernet storage system brings 800GB to SMBs ZDNet #39;s survey of IT professionals in October kept upgrading hardware at number two on the businesses radar throughout the year.,ag_news:science_tech,en
"Pirates Hotwire #39;Grand Theft Auto: San Andreas #39; Both Rockstar Games and Microsoft are in pursuit of the gaming robbers. While Microsoft has made it clear that it is quot;aggressively pursuing the source of the illegal act, quot; Rockstar has",ag_news:science_tech,en
"New media battle for Bafta awards The BBC leads the nominations for the Bafta Interactive Awards, including for the Radio Times site.",ag_news:science_tech,en
"Gordon Cooper, Original Project Mercury Astronaut, Dies at 77 L. Gordon Cooper Jr., one of the seven astronauts selected by the US space program for NASA #39;s first space project in 1959, has died at his Ventura, California home.",ag_news:science_tech,en
New Zealand a Noah's Ark for Conserving Bizarre Birds New Zealand has reached a major milestone in its 110-year effort to save many native birds from extinction and reintroduce them to their old mainland habitats.,ag_news:science_tech,en
"Digital Contenders All Hotshots Great digital cameras are in danger of becoming commodity items. We just tested five high-end digital cameras, each with at least a 3X optical zoom, 5 megapixels or more of resolution and a",ag_news:science_tech,en
"Yahoo Buys E-Mail Search Startup Yahoo Inc. continues its recent buying spree of e-mail startups with the acquisition of Stata Laboratories Inc. Yahoo confirmed on Thursday that it had bought Stata Labs, the maker of search-based e-mail client Bloomba.",ag_news:science_tech,en
FDA Approves Use of Chip in Patients (AP) AP - Privacy advocates are concerned that an implantable microchip designed to help doctors tap into a patient's medical records could undermine confidentiality or could even be used to track the patient's movements.,ag_news:science_tech,en
"Online Dallas university that gave cat diploma sued for fraud HARRISBURG, Pa. A Dallas area-based online university that supposedly granted a business degree to a cat was sued today for consumer fraud.",ag_news:science_tech,en
"Latest Internet Peril: Cyber Bullies (NewsFactor) NewsFactor - Parents' tend to worry about the obvious Internet dangers, such as porn, sexual predators and, to a lesser extent, misinformation. According to new studies by a non-profit group, Wired Safety, there is now another cause for alarm: cyber bullying.",ag_news:science_tech,en
"Two China Banks Uncover Fake Web Sites (Reuters) Reuters - Two of China's leading banks have\identified fake Web sites in recent days and reported them to\the country's public security organs, bank officials said on\Thursday.",ag_news:science_tech,en
"Faulty Switch Installation Blamed for NASA Genesis Crash After re-entering the earth #39;s atmosphere, Genesis plunged straight down into the ground, leaving no chance for the helicopters that were supposed to snatch it from the air.",ag_news:science_tech,en
Microsoft launches Windows-based hosting solution 3.0 US software maker Microsoft has announced the general availability of the Microsoft Solution for Windows-based Hosting version 3.0.,ag_news:science_tech,en
Open-source programmer rebuts charge Back-and-forth dance characterizes dispute over code released to open-source Mambo project.,ag_news:science_tech,en
"Coming to a PC Near You I love movies, but I #39;d rather eat stale popcorn than wait in line at Blockbuster. So I joined Movielink and Starz Ticket on Real Movies.",ag_news:science_tech,en
"Internet #39;overlay #39; could boost performance The internet could be made more secure, reliable and powerful by overlaying new networking technology on top of the existing backbone, according to the world #39;s leading microchip maker, Intel.",ag_news:science_tech,en
"Hurricanes Blamed for Fruit Infection (AP) AP - This year's hurricanes spread citrus canker to at least 11,000 trees in Charlotte County, one of the largest outbreaks of the fruit-damaging infection to ever affect Florida's citrus industry, state officials said.",ag_news:science_tech,en
"Winter storms source of Earth #39;s hum: geologists LONDON - The Earth #39;s silent hum is created by interactions between the atmosphere, ocean and sea floor, researchers say. Planet Earth produces a deep, low frequency rumble far below the limit of human hearing.",ag_news:science_tech,en
"'Funner' worm slithers through MSN Messenger Security researchers warned Monday of a new worm, dubbed ""Funner,"" targeting Microsoft Corp.'s MSN Messenger IM (instant messaging) system.",ag_news:science_tech,en
"Search Engine Forums Spotlight Links to this week's topics from search engine forums across the web: SEMPO Next Steps Mike Grehan's Second SEMPO Article - Overture Bidding Cap - PPC Question for Merchants - SEO Firm Ordered to Refund Fees, Pay Fine - Tracking Past Links Traffic? - Google Settles Overture Patent Dispute - Advice on Site Structure",ag_news:science_tech,en
IM Threat Center Formed IMlogic has joined with leaders in the instant messaging and security community to create a new IM Threat Center. The center claims to be the first broad-based initiative to help IM users protect themselves against malware threats.,ag_news:science_tech,en
Aussie scientists see palaeontology gold rush Australian scientists predicted a quot;palaeontological gold rush quot; after the discovery of a new species of tiny human in neighbouring Indonesia in a find that will re-draw the human family tree.,ag_news:science_tech,en
"Stroke victim robbed of her dreams The stuff that dreams are made of is a chunk of grey matter deep down at the back of the human brain, reveals a study of a rare form of brain damage.",ag_news:science_tech,en
"Promising Ruling In Lexmark DMCA Case EvanKai writes quot;Jason Schultz writes, quot;This just in --- Static Control Corp. has won its appeal against Lexmark over the right to produce after-market replacement cartridges for Lexmark printers.",ag_news:science_tech,en
"Borland titanic effort to link software with business need Borland Software Corp. has laid-out a product roadmap and strategy to better align customers #39; Application Lifecycle Management processes with their changing business needs, helping deliver what it called quot;Enterprise Resource Planning quot; for software.",ag_news:science_tech,en
Pilotless Jet Will Attempt Speed Record NASA plans to try to set a world speed record for jets with the flight of a pilotless vehicle that culminates a decades-long research program into hypersonic flight.,ag_news:science_tech,en
